# Time-averaged data for fix 3
# TimeStep c_msd_O[4] c_msd_H[4] v_fitslope_O v_fitslope_H
175700 11488.1 995195 23.4384 1983.95
175800 11410.1 989488 23.418 1985.15
175900 11401.9 989778 23.3974 1986.31
176000 11409.8 991532 23.3769 1987.48
176100 11410 992700 23.3563 1988.64
176200 11343 988331 23.3357 1989.8
176300 11397.7 994082 23.3148 1990.93
176400 11447.5 999610 23.2946 1992.12
176500 11371.8 994461 23.2742 1993.29
176600 11330.2 992123 23.2534 1994.42
176700 11395.6 999109 23.2326 1995.56
176800 11426.3 1.00349e+06 23.2124 1996.75
176900 11447.9 1.00679e+06 23.1922 1997.94
177000 11426.6 1.00596e+06 23.1722 1999.14
177100 11421.6 1.00676e+06 23.1519 2000.31
177200 11477 1.01307e+06 23.1319 2001.51
177300 11489.1 1.01574e+06 23.1123 2002.74
177400 11484.1 1.01655e+06 23.0925 2003.96
177500 11535.7 1.02197e+06 23.073 2005.2
177600 11515.5 1.02127e+06 23.0536 2006.45
177700 11535.7 1.02402e+06 23.0343 2007.7
177800 11495.4 1.02154e+06 23.0149 2008.94
177900 11534.8 1.02599e+06 22.9954 2010.17
178000 11540.7 1.02719e+06 22.9763 2011.42
178100 11591.8 1.03235e+06 22.9573 2012.68
178200 11617.9 1.03542e+06 22.9385 2013.96
178300 11683.5 1.04221e+06 22.9201 2015.26
178400 11739.8 1.04784e+06 22.9021 2016.6
178500 11875.2 1.05994e+06 22.8848 2017.99
178600 12017.5 1.07254e+06 22.8684 2019.45
178700 12077 1.07839e+06 22.8527 2020.97
178800 12161.5 1.08663e+06 22.8374 2022.51
178900 12368.6 1.1057e+06 22.8231 2024.14
179000 12461.5 1.11465e+06 22.8098 2025.85
179100 12590.1 1.12663e+06 22.7971 2027.61
179200 12786.4 1.14486e+06 22.7856 2029.47
179300 12874 1.15369e+06 22.7751 2031.41
179400 12990.7 1.16483e+06 22.765 2033.4
179500 12970.6 1.16394e+06 22.7554 2035.41
179600 12965.2 1.16442e+06 22.7456 2037.41
179700 12935.2 1.16257e+06 22.7357 2039.4
179800 12924.9 1.16261e+06 22.7256 2041.36
179900 12905.9 1.16214e+06 22.7155 2043.32
180000 12841.6 1.15764e+06 22.705 2045.24
180100 12837.5 1.15872e+06 22.6943 2047.15
180200 12834.6 1.15986e+06 22.6837 2049.05
180300 12730.3 1.15228e+06 22.6727 2050.93
180400 12624.3 1.14447e+06 22.6609 2052.74
180500 12612.3 1.14455e+06 22.6487 2054.51
180600 12483.2 1.13415e+06 22.6362 2056.25
180700 12343.9 1.12281e+06 22.6228 2057.91
180800 12126.6 1.10432e+06 22.6081 2059.45
180900 11971.9 1.09128e+06 22.5923 2060.89
181000 11802.6 1.07727e+06 22.5754 2062.23
181100 11674.5 1.06661e+06 22.5578 2063.49
181200 11495.7 1.05171e+06 22.5391 2064.66
181300 11390.5 1.04325e+06 22.5196 2065.75
181400 11265 1.03313e+06 22.4993 2066.77
181500 11241.7 1.03219e+06 22.4786 2067.75
181600 11167.7 1.02699e+06 22.4577 2068.72
181700 11071.8 1.01933e+06 22.4362 2069.62
181800 11019.8 1.01561e+06 22.4143 2070.48
181900 10995.2 1.01439e+06 22.3922 2071.33
182000 10962.7 1.01233e+06 22.37 2072.16
182100 10950.6 1.01191e+06 22.3477 2072.98
182200 10899.7 1.00799e+06 22.3251 2073.77
182300 10966 1.01462e+06 22.3027 2074.57
182400 10970.5 1.01562e+06 22.2805 2075.38
182500 11051.4 1.02396e+06 22.2587 2076.22
182600 11056.1 1.02552e+06 22.2372 2077.08
182700 11121.8 1.03303e+06 22.2158 2077.96
182800 11144.2 1.03651e+06 22.1948 2078.88
182900 11228.3 1.04535e+06 22.1742 2079.82
183000 11297.3 1.05254e+06 22.154 2080.8
183100 11392.5 1.06177e+06 22.1345 2081.84
183200 11489.1 1.07106e+06 22.1155 2082.92
183300 11645 1.08554e+06 22.0973 2084.07
183400 11713.7 1.09265e+06 22.08 2085.29
183500 11717.1 1.09408e+06 22.0627 2086.51
183600 11826.7 1.10459e+06 22.0459 2087.77
183700 11823.2 1.10499e+06 22.0293 2089.04
183800 11922.6 1.1151e+06 22.0131 2090.35
183900 11908.1 1.11471e+06 21.9973 2091.68
184000 11917.7 1.1166e+06 21.9812 2092.99
184100 12062.3 1.13059e+06 21.9658 2094.36
184200 12054.6 1.13073e+06 21.9509 2095.77
184300 11965.4 1.12358e+06 21.9356 2097.14
184400 12014.2 1.12887e+06 21.9201 2098.49
184500 11984.4 1.12721e+06 21.9047 2099.85
184600 11960.1 1.12632e+06 21.8892 2101.19
184700 11969.9 1.12781e+06 21.8737 2102.52
184800 11942.7 1.1267e+06 21.8581 2103.85
184900 11900.9 1.12443e+06 21.8424 2105.17
185000 11844 1.1201e+06 21.8262 2106.44
185100 11870.9 1.12347e+06 21.8101 2107.71
185200 11844.1 1.12225e+06 21.794 2108.99
185300 11722.7 1.11224e+06 21.7774 2110.22
185400 11678.3 1.1094e+06 21.7604 2111.4
185500 11620.3 1.10566e+06 21.743 2112.55
185600 11658.7 1.11034e+06 21.7256 2113.7
185700 11661.8 1.11173e+06 21.7084 2114.86
185800 11692.9 1.11611e+06 21.6912 2116.03
185900 11702.7 1.11836e+06 21.6743 2117.22
186000 11642.2 1.11397e+06 21.6572 2118.39
186100 11633.7 1.11412e+06 21.6398 2119.53
186200 11550.6 1.10762e+06 21.6223 2120.66
186300 11456.1 1.09996e+06 21.6042 2121.73
186400 11392.1 1.09479e+06 21.5856 2122.76
186500 11300.8 1.08726e+06 21.5667 2123.74
186600 11264.7 1.08519e+06 21.5473 2124.68
186700 11189.6 1.07972e+06 21.5276 2125.6
186800 11163.4 1.07855e+06 21.5077 2126.49
186900 11113.8 1.07491e+06 21.4876 2127.36
187000 11064.5 1.07127e+06 21.4672 2128.2
187100 10996.6 1.06586e+06 21.4465 2129.01
187200 10940.6 1.06144e+06 21.4254 2129.78
187300 10885.2 1.05733e+06 21.404 2130.52
187400 10877.5 1.05752e+06 21.3825 2131.24
187500 10851.6 1.05583e+06 21.3609 2131.95
187600 10797.3 1.05132e+06 21.3392 2132.65
187700 10795.3 1.05187e+06 21.3173 2133.32
187800 10701.2 1.04363e+06 21.2951 2133.96
187900 10649.3 1.03933e+06 21.2726 2134.56
188000 10614.4 1.03674e+06 21.2498 2135.13
188100 10573.4 1.03365e+06 21.2268 2135.69
188200 10554.3 1.03241e+06 21.2036 2136.21
188300 10579.2 1.03547e+06 21.1807 2136.76
188400 10629.4 1.04096e+06 21.1579 2137.31
188500 10678.3 1.04625e+06 21.1354 2137.89
188600 10841.8 1.06277e+06 21.1136 2138.53
188700 10962.9 1.07516e+06 21.0928 2139.26
188800 11168.3 1.09547e+06 21.0728 2140.06
188900 11294 1.10807e+06 21.054 2140.97
189000 11473.4 1.12593e+06 21.0359 2141.95
189100 11641.7 1.1426e+06 21.019 2143.03
189200 11760.9 1.15459e+06 21.0029 2144.19
189300 11837.4 1.1628e+06 20.9874 2145.4
189400 11902.6 1.17013e+06 20.9723 2146.63
189500 12035.1 1.18411e+06 20.9578 2147.93
189600 12101.8 1.1918e+06 20.9439 2149.29
189700 12116.2 1.19421e+06 20.9301 2150.65
189800 12200.8 1.20326e+06 20.9167 2152.06
189900 12247.8 1.20878e+06 20.9036 2153.48
190000 12289.9 1.21367e+06 20.891 2154.94
190100 12321.3 1.21682e+06 20.8784 2156.41
190200 12335.9 1.21846e+06 20.8661 2157.89
190300 12326 1.21838e+06 20.8536 2159.35
190400 12323 1.21874e+06 20.8412 2160.81
190500 12300 1.21706e+06 20.8287 2162.26
190600 12360.7 1.22394e+06 20.8163 2163.72
190700 12316.8 1.22088e+06 20.8039 2165.18
190800 12301.6 1.22054e+06 20.7915 2166.62
190900 12307.2 1.22228e+06 20.7789 2168.05
191000 12363.1 1.22836e+06 20.7666 2169.51
191100 12348.2 1.22754e+06 20.7543 2170.96
191200 12276.6 1.22173e+06 20.7419 2172.4
191300 12131.6 1.20916e+06 20.7288 2173.76
191400 12038.5 1.2015e+06 20.715 2175.07
191500 11953.3 1.19422e+06 20.7007 2176.31
191600 11821 1.18207e+06 20.6859 2177.51
191700 11680.6 1.16933e+06 20.6702 2178.62
191800 11634.9 1.16626e+06 20.6541 2179.68
191900 11564.3 1.16051e+06 20.6376 2180.7
192000 11567.3 1.16153e+06 20.621 2181.72
192100 11585.1 1.16402e+06 20.6044 2182.72
192200 11578.6 1.16444e+06 20.5879 2183.74
192300 11594.7 1.16677e+06 20.5715 2184.76
192400 11619.5 1.17025e+06 20.5552 2185.78
192500 11603.9 1.17008e+06 20.5389 2186.81
192600 11605 1.17142e+06 20.5227 2187.84
192700 11506.7 1.16288e+06 20.506 2188.83
192800 11448.8 1.15817e+06 20.4891 2189.79
192900 11406.6 1.15536e+06 20.4719 2190.72
193000 11322.6 1.1483e+06 20.4542 2191.6
193100 11305.8 1.14761e+06 20.4365 2192.47
193200 11312.4 1.14943e+06 20.4186 2193.33
193300 11338.7 1.15293e+06 20.401 2194.21
193400 11339.3 1.15374e+06 20.3834 2195.08
193500 11364 1.15711e+06 20.3659 2195.97
193600 11430 1.16441e+06 20.3486 2196.87
193700 11458.6 1.16806e+06 20.3317 2197.81
193800 11556.2 1.17876e+06 20.3151 2198.77
193900 11607.6 1.18439e+06 20.299 2199.77
194000 11629.1 1.18696e+06 20.2832 2200.8
194100 11628.3 1.18752e+06 20.2673 2201.81
194200 11684.9 1.19405e+06 20.2516 2202.85
194300 11683 1.19452e+06 20.2361 2203.9
194400 11663.8 1.19342e+06 20.2205 2204.93
194500 11625.8 1.19029e+06 20.2048 2205.95
194600 11581.1 1.18623e+06 20.1889 2206.94
194700 11546.8 1.18347e+06 20.1728 2207.91
194800 11554.8 1.18518e+06 20.1566 2208.87
194900 11548.7 1.18534e+06 20.1405 2209.82
195000 11543.6 1.18554e+06 20.1243 2210.77
195100 11574.2 1.18915e+06 20.1083 2211.73
195200 11571 1.18927e+06 20.0923 2212.69
195300 11607.2 1.19354e+06 20.0764 2213.65
195400 11711.7 1.20474e+06 20.0609 2214.65
195500 11706.1 1.20502e+06 20.0458 2215.68
195600 11744.7 1.20998e+06 20.0306 2216.71
195700 11804.1 1.21752e+06 20.0159 2217.77
195800 11881.8 1.22632e+06 20.0015 2218.87
195900 11871.6 1.22599e+06 19.9873 2219.99
196000 11908.1 1.2302e+06 19.9731 2221.1
196100 11979.8 1.23818e+06 19.9594 2222.25
196200 12060 1.24708e+06 19.9459 2223.43
196300 12126.7 1.25493e+06 19.933 2224.65
196400 12159.3 1.25976e+06 19.9202 2225.9
196500 12156.7 1.26093e+06 19.9076 2227.16
196600 12140.1 1.26043e+06 19.8949 2228.41
196700 12195.2 1.26688e+06 19.8823 2229.67
196800 12337.2 1.28194e+06 19.8703 2230.98
196900 12481.6 1.29775e+06 19.8591 2232.37
197000 12659.4 1.31703e+06 19.8487 2233.84
197100 12886.4 1.34121e+06 19.8396 2235.44
197200 12946.9 1.34817e+06 19.831 2237.09
197300 13087.2 1.36303e+06 19.8231 2238.8
197400 13112.4 1.3657e+06 19.8156 2240.55
197500 13113.6 1.36657e+06 19.808 2242.29
197600 13124.2 1.36819e+06 19.8006 2244.04
197700 13018.9 1.35854e+06 19.7929 2245.75
197800 13015.1 1.35915e+06 19.7848 2247.43
197900 12869.9 1.34568e+06 19.7764 2249.06
198000 12739.1 1.33317e+06 19.7672 2250.62
198100 12590.8 1.31862e+06 19.7572 2252.09
198200 12550.5 1.31522e+06 19.7467 2253.51
198300 12563.7 1.31711e+06 19.7363 2254.93
198400 12422.7 1.30365e+06 19.7254 2256.3
198500 12321.6 1.29411e+06 19.7139 2257.6
198600 12228.4 1.28542e+06 19.7019 2258.85
198700 12138.6 1.27672e+06 19.6894 2260.04
198800 12122.6 1.27561e+06 19.6767 2261.2
198900 12072.9 1.27138e+06 19.6638 2262.34
199000 12027.2 1.26806e+06 19.6507 2263.46
199100 11962.4 1.26287e+06 19.6373 2264.55
199200 11916.9 1.25928e+06 19.6236 2265.61
199300 11940.8 1.26324e+06 19.6099 2266.66
199400 12029.4 1.2734e+06 19.5964 2267.74
199500 12054 1.2764e+06 19.5834 2268.86
199600 11974.4 1.26865e+06 19.5701 2269.94
199700 11974.1 1.26944e+06 19.5566 2271
199800 11986 1.27181e+06 19.5432 2272.07
199900 12011.5 1.27555e+06 19.5299 2273.15
200000 12075.1 1.28285e+06 19.5169 2274.25
200100 11993.2 1.27497e+06 19.5038 2275.34
200200 12048.5 1.28188e+06 19.4906 2276.42
200300 12083.6 1.28671e+06 19.4777 2277.53
200400 12101.2 1.28971e+06 19.465 2278.65
200500 12186 1.29935e+06 19.4525 2279.79
200600 12215.7 1.30344e+06 19.4404 2280.98
200700 12196.1 1.3025e+06 19.4282 2282.15
200800 12190.1 1.30236e+06 19.416 2283.31
200900 12161.8 1.30037e+06 19.4037 2284.46
201000 12169.2 1.30206e+06 19.3913 2285.61
201100 12189.7 1.30478e+06 19.379 2286.75
201200 12147.4 1.3011e+06 19.3668 2287.9
201300 12102.8 1.29718e+06 19.3543 2289.01
201400 12026.6 1.2897e+06 19.3414 2290.09
201500 12042.1 1.29199e+06 19.3285 2291.15
201600 11987.5 1.28698e+06 19.3154 2292.2
201700 11861.7 1.27472e+06 19.3019 2293.19
201800 11828.4 1.27238e+06 19.2879 2294.13
201900 11791.3 1.26954e+06 19.2739 2295.07
202000 11665 1.25756e+06 19.2594 2295.95
202100 11630.4 1.25456e+06 19.2445 2296.79
202200 11607.5 1.2531e+06 19.2295 2297.62
202300 11528.4 1.24582e+06 19.2142 2298.41
202400 11478.8 1.24123e+06 19.1987 2299.18
202500 11451.2 1.239e+06 19.1829 2299.91
202600 11456.3 1.24035e+06 19.1671 2300.64
202700 11443.6 1.23997e+06 19.1514 2301.37
202800 11455.2 1.24262e+06 19.1356 2302.1
202900 11430.6 1.24069e+06 19.1199 2302.83
203000 11359.7 1.23384e+06 19.1039 2303.52
203100 11331.5 1.23219e+06 19.0876 2304.19
203200 11326 1.23247e+06 19.0713 2304.85
203300 11325.7 1.23286e+06 19.0551 2305.51
203400 11299.2 1.23031e+06 19.0387 2306.14
203500 11297.6 1.23067e+06 19.0224 2306.79
203600 11251.5 1.22613e+06 19.0059 2307.41
203700 11246.9 1.22623e+06 18.9893 2308.01
203800 11209 1.2233e+06 18.9727 2308.61
203900 11229.8 1.22624e+06 18.9559 2309.18
204000 11299.9 1.23439e+06 18.9395 2309.8
204100 11446.5 1.25102e+06 18.9235 2310.46
204200 11625.5 1.27138e+06 18.9086 2311.22
204300 11736.3 1.28481e+06 18.8943 2312.06
204400 11857.3 1.2991e+06 18.8806 2312.96
204500 12042.7 1.31963e+06 18.8677 2313.93
204600 12180.7 1.33496e+06 18.8557 2315.01
204700 12234.6 1.34159e+06 18.8441 2316.11
204800 12355.2 1.35499e+06 18.8329 2317.26
204900 12537.8 1.37493e+06 18.8225 2318.5
205000 12548.2 1.37678e+06 18.8126 2319.78
205100 12596.1 1.38232e+06 18.8028 2321.06
205200 12649.7 1.38833e+06 18.7932 2322.37
205300 12623 1.38623e+06 18.7838 2323.68
205400 12674 1.39266e+06 18.7743 2324.99
205500 12767.3 1.40326e+06 18.7652 2326.34
205600 12890.4 1.41717e+06 18.7567 2327.74
205700 12998.5 1.42913e+06 18.7488 2329.21
205800 12964.4 1.42539e+06 18.741 2330.67
205900 13026.2 1.43199e+06 18.7333 2332.15
206000 12933.5 1.42245e+06 18.7255 2333.6
206100 12896.5 1.419e+06 18.7173 2335.01
206200 12898.4 1.41962e+06 18.7091 2336.41
206300 12900.9 1.42082e+06 18.7009 2337.81
206400 12934.6 1.42458e+06 18.6927 2339.21
206500 12967.2 1.42882e+06 18.6848 2340.62
206600 13070.7 1.44081e+06 18.6771 2342.07
206700 13185.8 1.45406e+06 18.67 2343.57
206800 13292.9 1.46601e+06 18.6635 2345.13
206900 13382.3 1.47634e+06 18.6575 2346.74
207000 13370.7 1.47611e+06 18.6516 2348.36
207100 13365.5 1.47647e+06 18.6456 2349.97
207200 13359.8 1.4767e+06 18.6396 2351.57
207300 13249 1.46537e+06 18.6333 2353.14
207400 13162.9 1.45646e+06 18.6265 2354.65
207500 13035.2 1.44343e+06 18.6192 2356.1
207600 12907.6 1.43089e+06 18.6112 2357.47
207700 12828.9 1.42371e+06 18.6027 2358.8
207800 12686 1.41011e+06 18.5937 2360.06
207900 12587.1 1.40099e+06 18.5841 2361.26
208000 12467.8 1.38922e+06 18.5741 2362.42
208100 12442.1 1.38721e+06 18.5636 2363.52
208200 12370.1 1.38002e+06 18.553 2364.61
208300 12369 1.38076e+06 18.5421 2365.66
208400 12321.3 1.37661e+06 18.5312 2366.72
208500 12295.8 1.37478e+06 18.5201 2367.73
208600 12282.1 1.37416e+06 18.5089 2368.75
208700 12297.5 1.37675e+06 18.4977 2369.76
208800 12283.1 1.37628e+06 18.4866 2370.77
208900 12302.9 1.37918e+06 18.4754 2371.79
209000 12222.7 1.37108e+06 18.4641 2372.77
209100 12259.2 1.37558e+06 18.4527 2373.74
209200 12251.5 1.37542e+06 18.4415 2374.74
209300 12197.7 1.37104e+06 18.43 2375.69
209400 12269.2 1.38021e+06 18.4186 2376.67
209500 12298.7 1.38452e+06 18.4074 2377.66
209600 12356.9 1.39165e+06 18.3965 2378.68
209700 12405.3 1.39747e+06 18.3858 2379.72
209800 12443.7 1.40274e+06 18.3754 2380.79
209900 12459.2 1.40588e+06 18.3651 2381.87
210000 12478.4 1.40871e+06 18.3548 2382.95
210100 12523.6 1.41367e+06 18.3448 2384.04
210200 12440.5 1.40515e+06 18.3345 2385.12
210300 12479 1.40994e+06 18.3243 2386.19
210400 12430.8 1.40546e+06 18.314 2387.24
210500 12388.6 1.40209e+06 18.3035 2388.28
210600 12356.4 1.39954e+06 18.2928 2389.29
210700 12344.4 1.39841e+06 18.282 2390.29
210800 12293.3 1.39337e+06 18.2711 2391.27
210900 12260 1.39045e+06 18.26 2392.22
211000 12213.5 1.38572e+06 18.2488 2393.16
211100 12136.5 1.37808e+06 18.2371 2394.05
211200 12180.9 1.38414e+06 18.2255 2394.94
211300 12148 1.38129e+06 18.2139 2395.83
211400 12206.6 1.3878e+06 18.2024 2396.72
211500 12228.7 1.39058e+06 18.1911 2397.63
211600 12211.7 1.38969e+06 18.1797 2398.53
211700 12284.9 1.39848e+06 18.1686 2399.46
211800 12245.2 1.39467e+06 18.1575 2400.38
211900 12292.9 1.40073e+06 18.1465 2401.3
212000 12303 1.40253e+06 18.1356 2402.25
212100 12301.5 1.40331e+06 18.1246 2403.18
212200 12331.4 1.40751e+06 18.1139 2404.12
212300 12373 1.41313e+06 18.1033 2405.09
212400 12394.1 1.41638e+06 18.0927 2406.05
212500 12532.8 1.43252e+06 18.0827 2407.08
212600 12574.5 1.43755e+06 18.073 2408.13
212700 12648.2 1.44604e+06 18.0636 2409.22
212800 12623.2 1.44385e+06 18.0542 2410.3
212900 12596.5 1.4417e+06 18.0448 2411.37
213000 12628.1 1.44589e+06 18.0354 2412.45
213100 12641.8 1.448e+06 18.0261 2413.52
213200 12681.1 1.45278e+06 18.0169 2414.61
213300 12701.3 1.45533e+06 18.0078 2415.71
213400 12713 1.4572e+06 17.9989 2416.82
213500 12749.5 1.46216e+06 17.9899 2417.92
213600 12827.2 1.47214e+06 17.9814 2419.07
213700 12771.4 1.46743e+06 17.9729 2420.22
213800 12853.7 1.47742e+06 17.9643 2421.36
213900 12883 1.4815e+06 17.9562 2422.55
214000 12913.7 1.48552e+06 17.948 2423.73
214100 12956.3 1.49071e+06 17.9401 2424.94
214200 13019.8 1.4981e+06 17.9324 2426.16
214300 12998.5 1.49676e+06 17.9248 2427.4
214400 13062.2 1.50559e+06 17.9173 2428.64
214500 13180.6 1.5203e+06 17.9102 2429.93
214600 13175.7 1.52068e+06 17.9034 2431.25
214700 13177.9 1.52242e+06 17.8966 2432.57
214800 13151.1 1.52089e+06 17.8896 2433.88
214900 13148.1 1.52164e+06 17.8826 2435.17
215000 13178.1 1.52615e+06 17.8757 2436.48
215100 13207.6 1.53056e+06 17.8689 2437.8
215200 13214.7 1.53246e+06 17.8622 2439.12
215300 13214.1 1.53325e+06 17.8555 2440.45
215400 13313.8 1.54577e+06 17.849 2441.8
215500 13290.7 1.54421e+06 17.8427 2443.17
215600 13280.1 1.5437e+06 17.8363 2444.52
215700 13337.9 1.55051e+06 17.83 2445.88
215800 13283.9 1.54523e+06 17.8237 2447.24
215900 13108.4 1.52601e+06 17.8168 2448.53
216000 12994.6 1.5139e+06 17.8094 2449.75
216100 12881.5 1.5022e+06 17.8013 2450.9
216200 12837 1.49787e+06 17.793 2452.03
216300 12721.3 1.4854e+06 17.7843 2453.09
216400 12677.3 1.48115e+06 17.7752 2454.12
216500 12686.4 1.48315e+06 17.7661 2455.14
216600 12559.7 1.46956e+06 17.7567 2456.12
216700 12529 1.46703e+06 17.747 2457.07
216800 12458.9 1.45987e+06 17.737 2457.99
216900 12333.9 1.44578e+06 17.7267 2458.86
217000 12170.6 1.42766e+06 17.7156 2459.64
217100 12078.4 1.41772e+06 17.704 2460.36
217200 11907.7 1.39939e+06 17.6919 2461.01
217300 11881.4 1.39756e+06 17.6793 2461.62
217400 11802.2 1.38936e+06 17.6665 2462.19
217500 11790.7 1.38883e+06 17.6535 2462.74
217600 11838.6 1.39506e+06 17.6407 2463.31
217700 11878.5 1.39984e+06 17.628 2463.89
217800 11891.7 1.40164e+06 17.6155 2464.48
217900 11911.9 1.40449e+06 17.6031 2465.08
218000 11986.9 1.41337e+06 17.5908 2465.7
218100 12008.5 1.41599e+06 17.5789 2466.34
218200 12065.1 1.42312e+06 17.5671 2466.99
218300 12179.6 1.43698e+06 17.5556 2467.69
218400 12244.8 1.44467e+06 17.5447 2468.44
218500 12383.9 1.4608e+06 17.5341 2469.22
218600 12480.1 1.47188e+06 17.524 2470.06
218700 12624.2 1.48874e+06 17.5145 2470.96
218800 12789.9 1.50905e+06 17.5057 2471.93
218900 12940.6 1.52755e+06 17.4975 2472.97
219000 13109.8 1.54843e+06 17.4901 2474.11
219100 13231.5 1.56401e+06 17.4833 2475.31
219200 13333.4 1.57718e+06 17.477 2476.58
219300 13462.4 1.59283e+06 17.4712 2477.9
219400 13444 1.59145e+06 17.4656 2479.24
219500 13402.3 1.58674e+06 17.4598 2480.55
219600 13365.8 1.58301e+06 17.4538 2481.84
219700 13401.2 1.58832e+06 17.4479 2483.13
219800 13448.6 1.59439e+06 17.4421 2484.43
219900 13477.3 1.59824e+06 17.4365 2485.76
220000 13510.1 1.60277e+06 17.431 2487.09
220100 13509.1 1.60313e+06 17.4256 2488.43
220200 13537.7 1.60746e+06 17.4203 2489.77
220300 13473.8 1.60086e+06 17.4148 2491.1
220400 13358.2 1.58795e+06 17.409 2492.38
220500 13259 1.57653e+06 17.4026 2493.59
220600 13152.1 1.56417e+06 17.3958 2494.75
220700 13043.3 1.55241e+06 17.3886 2495.85
220800 13056.9 1.55475e+06 17.3811 2496.93
220900 13067.2 1.55687e+06 17.3737 2498.01
221000 12987.6 1.54851e+06 17.3662 2499.07
221100 13000.9 1.55128e+06 17.3585 2500.12
221200 13076.2 1.56108e+06 17.351 2501.19
221300 13049.2 1.55885e+06 17.3436 2502.26
221400 13004.7 1.55447e+06 17.3361 2503.32
221500 12967 1.55053e+06 17.3284 2504.35
221600 12868.2 1.54025e+06 17.3203 2505.34
221700 12792.5 1.53277e+06 17.312 2506.3
221800 12733.6 1.52654e+06 17.3033 2507.21
221900 12650.1 1.51729e+06 17.2943 2508.09
222000 12611.4 1.51357e+06 17.285 2508.93
222100 12575.5 1.50986e+06 17.2757 2509.76
222200 12570.8 1.51002e+06 17.2662 2510.57
222300 12468.9 1.49914e+06 17.2565 2511.36
222400 12412.6 1.49327e+06 17.2465 2512.1
222500 12406.8 1.49392e+06 17.2364 2512.83
222600 12380 1.49188e+06 17.2262 2513.55
222700 12397 1.49417e+06 17.216 2514.27
222800 12448.2 1.50046e+06 17.206 2515
222900 12472.1 1.50345e+06 17.1961 2515.74
223000 12481.7 1.50522e+06 17.1863 2516.5
223100 12498.3 1.50848e+06 17.1765 2517.25
223200 12548.7 1.51544e+06 17.167 2518.02
223300 12568.1 1.51839e+06 17.1576 2518.82
223400 12617.6 1.52495e+06 17.1482 2519.61
223500 12674.5 1.53244e+06 17.1392 2520.44
223600 12709.6 1.53747e+06 17.1304 2521.29
223700 12736.9 1.54113e+06 17.1216 2522.15
223800 12917.9 1.56301e+06 17.1133 2523.06
223900 13093.1 1.58444e+06 17.1058 2524.06
224000 13354.3 1.61601e+06 17.0991 2525.15
224100 13623.9 1.64833e+06 17.0937 2526.39
224200 13813.3 1.67108e+06 17.0891 2527.72
224300 14050.9 1.69958e+06 17.0854 2529.16
224400 14252 1.72365e+06 17.0826 2530.69
224500 14385.9 1.73974e+06 17.0804 2532.3
224600 14599.3 1.76483e+06 17.079 2534
224700 14613.6 1.76711e+06 17.0781 2535.74
224800 14680.6 1.77531e+06 17.0772 2537.48
224900 14656 1.77301e+06 17.0764 2539.24
225000 14545.8 1.76095e+06 17.0753 2540.95
225100 14594.6 1.76759e+06 17.0741 2542.65
225200 14553.2 1.76411e+06 17.0729 2544.35
225300 14499.9 1.75894e+06 17.0715 2546.02
225400 14525.5 1.76289e+06 17.07 2547.68
225500 14360.1 1.74419e+06 17.0681 2549.3
225600 14344.5 1.74271e+06 17.0659 2550.88
225700 14257.9 1.73276e+06 17.0635 2552.42
225800 14078.1 1.71166e+06 17.0605 2553.89
225900 13893.1 1.69027e+06 17.0567 2555.26
226000 13738.3 1.67257e+06 17.0522 2556.56
226100 13616.8 1.65852e+06 17.0471 2557.77
226200 13513.2 1.64705e+06 17.0417 2558.94
226300 13309.2 1.62344e+06 17.0355 2560.02
226400 13193.1 1.6103e+06 17.0287 2561.02
226500 13050.6 1.59349e+06 17.0214 2561.95
226600 12996.6 1.58736e+06 17.0137 2562.84
226700 12961.7 1.58402e+06 17.0058 2563.7
226800 12946.6 1.58276e+06 16.9978 2564.55
226900 12979.3 1.58689e+06 16.9899 2565.4
227000 12988.1 1.58748e+06 16.982 2566.25
227100 13081.3 1.59843e+06 16.9744 2567.13
227200 13015.2 1.59062e+06 16.9669 2568
227300 13084.8 1.5989e+06 16.9592 2568.86
227400 13076.8 1.59834e+06 16.9518 2569.75
227500 13039.5 1.59465e+06 16.9442 2570.61
227600 13084.6 1.60081e+06 16.9368 2571.48
227700 13131.4 1.60681e+06 16.9294 2572.35
227800 13208.3 1.61632e+06 16.9224 2573.28
227900 13226.6 1.61899e+06 16.9154 2574.2
228000 13331.7 1.63175e+06 16.9088 2575.16
228100 13380 1.63792e+06 16.9024 2576.14
228200 13481.9 1.65105e+06 16.8964 2577.17
228300 13566.2 1.66174e+06 16.8907 2578.23
228400 13616.9 1.66843e+06 16.8853 2579.32
228500 13644.4 1.67209e+06 16.8801 2580.43
228600 13676.9 1.67599e+06 16.8749 2581.55
228700 13630.9 1.67068e+06 16.8698 2582.65
228800 13642.9 1.67257e+06 16.8644 2583.74
228900 13636.5 1.67207e+06 16.8592 2584.84
229000 13529.3 1.65972e+06 16.8537 2585.89
229100 13480.8 1.65488e+06 16.8479 2586.91
229200 13351.6 1.63973e+06 16.8417 2587.88
229300 13343.5 1.63895e+06 16.8352 2588.81
229400 13310.2 1.63505e+06 16.8287 2589.74
229500 13201.6 1.62248e+06 16.8219 2590.62
229600 13163.1 1.61757e+06 16.8148 2591.46
229700 13095.4 1.60902e+06 16.8075 2592.27
229800 13107.8 1.61014e+06 16.8001 2593.07
229900 13079 1.60639e+06 16.7926 2593.85
230000 13073.4 1.60565e+06 16.7851 2594.61
