# Time-averaged data for fix 3
# TimeStep c_msd_O[4] c_msd_H[4] v_fitslope_O v_fitslope_H
470500 37480.4 5.08258e+06 22.7587 4054.24
470600 37426.6 5.07468e+06 22.7635 4054.57
470700 37266.4 5.05342e+06 22.7683 4054.88
470800 37115.8 5.03288e+06 22.7729 4055.17
470900 37039.5 5.02166e+06 22.7774 4055.45
471000 36922.4 5.0053e+06 22.7817 4055.72
471100 36645.1 4.96756e+06 22.7859 4055.95
471200 36508.6 4.94899e+06 22.7898 4056.16
471300 36558.7 4.95541e+06 22.7937 4056.36
471400 36529.7 4.95125e+06 22.7977 4056.56
471500 36615.6 4.9621e+06 22.8016 4056.76
471600 36917 5.0022e+06 22.8057 4056.99
471700 36818.2 4.98858e+06 22.8099 4057.23
471800 37114.9 5.02785e+06 22.8142 4057.48
471900 37099.7 5.02621e+06 22.8186 4057.75
472000 37188.7 5.03872e+06 22.823 4058.01
472100 37003.9 5.01435e+06 22.8274 4058.27
472200 37263.2 5.04951e+06 22.8317 4058.53
472300 37492.3 5.07966e+06 22.8363 4058.83
472400 37775.1 5.11717e+06 22.8412 4059.15
472500 38136.1 5.16507e+06 22.8463 4059.52
472600 38510.1 5.21487e+06 22.8518 4059.93
472700 38730.2 5.24395e+06 22.8575 4060.37
472800 39044 5.28559e+06 22.8634 4060.84
472900 39329.2 5.32401e+06 22.8696 4061.35
473000 39743.5 5.38057e+06 22.8762 4061.91
473100 39882.3 5.39973e+06 22.883 4062.49
473200 40383.8 5.46731e+06 22.89 4063.12
473300 40659.4 5.50381e+06 22.8974 4063.79
473400 41025.1 5.55186e+06 22.9051 4064.49
473500 41044.9 5.55413e+06 22.913 4065.23
473600 41006.9 5.54903e+06 22.9208 4065.95
473700 41093.5 5.56043e+06 22.9286 4066.67
473800 41091.4 5.56041e+06 22.9364 4067.4
473900 41105.7 5.56232e+06 22.9442 4068.13
474000 41109 5.56247e+06 22.9521 4068.86
474100 41047 5.55436e+06 22.9599 4069.58
474200 40798.7 5.52147e+06 22.9675 4070.28
474300 40619.9 5.49719e+06 22.9749 4070.95
474400 40384.6 5.46545e+06 22.9821 4071.59
474500 40199.8 5.44055e+06 22.989 4072.2
474600 39847.3 5.39292e+06 22.9958 4072.78
474700 39519.7 5.34843e+06 23.0021 4073.31
474800 38960.2 5.27258e+06 23.0081 4073.79
474900 38546.1 5.21624e+06 23.0136 4074.2
475000 38094.8 5.15511e+06 23.0187 4074.56
475100 37653.4 5.09545e+06 23.0233 4074.85
475200 37305.4 5.04869e+06 23.0276 4075.11
475300 36852.8 4.98743e+06 23.0315 4075.31
475400 36277.3 4.90957e+06 23.0349 4075.44
475500 36016.7 4.87457e+06 23.0379 4075.51
475600 35770.7 4.84143e+06 23.0407 4075.56
475700 35687.4 4.82971e+06 23.0433 4075.59
475800 35598.1 4.81689e+06 23.0458 4075.6
475900 35658.1 4.82513e+06 23.0483 4075.61
476000 35595.2 4.81681e+06 23.0509 4075.62
476100 35676 4.82688e+06 23.0533 4075.63
476200 35639.3 4.82094e+06 23.0559 4075.64
476300 35766.7 4.83762e+06 23.0584 4075.66
476400 35852.2 4.84808e+06 23.061 4075.68
476500 36341.7 4.91262e+06 23.0639 4075.74
476600 36561.4 4.94144e+06 23.0672 4075.85
476700 36783.4 4.97084e+06 23.0706 4075.98
476800 37302.9 5.04016e+06 23.0743 4076.15
476900 37764 5.10124e+06 23.0785 4076.38
477000 38125.9 5.14876e+06 23.0831 4076.66
477100 38677.2 5.22204e+06 23.0881 4077
477200 39134 5.28297e+06 23.0935 4077.4
477300 39318.6 5.30754e+06 23.0992 4077.82
477400 39774.2 5.3683e+06 23.1051 4078.29
477500 40064.6 5.4068e+06 23.1114 4078.81
477600 40433.1 5.45552e+06 23.118 4079.36
477700 40909.2 5.51878e+06 23.125 4079.96
477800 41241.9 5.56235e+06 23.1323 4080.6
477900 41361.4 5.57745e+06 23.1398 4081.28
478000 41455.8 5.58959e+06 23.1474 4081.96
478100 41339.6 5.57403e+06 23.1549 4082.63
478200 41193.6 5.55467e+06 23.1623 4083.29
478300 41199.5 5.55588e+06 23.1696 4083.94
478400 41381.4 5.58009e+06 23.177 4084.6
478500 41463.9 5.59088e+06 23.1845 4085.27
478600 41678.3 5.61931e+06 23.1921 4085.96
478700 41582 5.60584e+06 23.1998 4086.65
478800 41687 5.61902e+06 23.2074 4087.34
478900 41698.2 5.61982e+06 23.2151 4088.04
479000 41659 5.6136e+06 23.2227 4088.72
479100 41483 5.58893e+06 23.2303 4089.4
479200 41363.5 5.57266e+06 23.2377 4090.05
479300 41466.5 5.58682e+06 23.245 4090.71
479400 41314 5.56648e+06 23.2524 4091.35
479500 41182.4 5.54913e+06 23.2595 4091.98
479600 41173.3 5.54833e+06 23.2667 4092.6
479700 41040 5.53054e+06 23.2737 4093.2
479800 40796.4 5.49704e+06 23.2805 4093.79
479900 40534.1 5.46115e+06 23.2871 4094.33
480000 40268.7 5.42542e+06 23.2934 4094.85
480100 39610.9 5.33765e+06 23.2994 4095.31
480200 39108.6 5.2706e+06 23.3047 4095.69
480300 38898.9 5.24268e+06 23.3097 4096.02
480400 38771.8 5.22561e+06 23.3146 4096.34
480500 38540 5.19464e+06 23.3193 4096.64
480600 38607.1 5.20351e+06 23.3239 4096.92
480700 38623.9 5.20555e+06 23.3285 4097.21
480800 38770.6 5.22393e+06 23.3332 4097.51
480900 38869.3 5.23607e+06 23.3381 4097.82
481000 38509.2 5.18707e+06 23.3427 4098.11
481100 38522.2 5.18774e+06 23.3472 4098.37
481200 38509 5.18487e+06 23.3517 4098.64
481300 38340.1 5.16163e+06 23.3561 4098.89
481400 38445.6 5.17458e+06 23.3605 4099.14
481500 38249.3 5.14739e+06 23.3647 4099.37
481600 38338.4 5.15844e+06 23.369 4099.6
481700 38620 5.19516e+06 23.3734 4099.85
481800 38856.7 5.22616e+06 23.378 4100.13
481900 39087.3 5.25632e+06 23.3828 4100.43
482000 39284.1 5.28213e+06 23.3878 4100.76
482100 39485.3 5.30848e+06 23.393 4101.11
482200 39845.2 5.35623e+06 23.3985 4101.5
482300 39996.4 5.37614e+06 23.4041 4101.91
482400 40175.8 5.40013e+06 23.4098 4102.34
482500 40444.7 5.43627e+06 23.4158 4102.8
482600 40636.2 5.46194e+06 23.422 4103.28
482700 40937.9 5.50163e+06 23.4283 4103.79
482800 40896.6 5.49669e+06 23.4348 4104.32
482900 40951.6 5.50475e+06 23.4412 4104.84
483000 41079.3 5.52169e+06 23.4477 4105.37
483100 41313.2 5.55251e+06 23.4544 4105.92
483200 41499.8 5.5775e+06 23.4612 4106.49
483300 41811.8 5.6195e+06 23.4683 4107.1
483400 42044.1 5.65075e+06 23.4756 4107.73
483500 42100.2 5.65792e+06 23.483 4108.38
483600 42227.5 5.67534e+06 23.4904 4109.03
483700 42270.5 5.68215e+06 23.4979 4109.7
483800 42274.2 5.68347e+06 23.5054 4110.37
483900 42577 5.72384e+06 23.5131 4111.06
484000 42683.8 5.7379e+06 23.5209 4111.76
484100 42719.5 5.74267e+06 23.5287 4112.48
484200 42982.3 5.7778e+06 23.5367 4113.2
484300 43026.2 5.78403e+06 23.5448 4113.95
484400 42922.2 5.77012e+06 23.5528 4114.69
484500 43006.6 5.78173e+06 23.5608 4115.43
484600 42992.8 5.78049e+06 23.5688 4116.17
484700 42872.7 5.76455e+06 23.5768 4116.9
484800 42914.4 5.77068e+06 23.5847 4117.63
484900 42830.5 5.75907e+06 23.5926 4118.34
485000 43018.9 5.78369e+06 23.6005 4119.07
485100 43216.3 5.81033e+06 23.6086 4119.82
485200 43053.3 5.78829e+06 23.6166 4120.55
485300 43112.4 5.79588e+06 23.6246 4121.3
485400 42858.1 5.76198e+06 23.6325 4122.02
485500 42672.1 5.73733e+06 23.6401 4122.7
485600 42847.9 5.76036e+06 23.6478 4123.4
485700 42637 5.73199e+06 23.6555 4124.09
485800 42592.7 5.72538e+06 23.6629 4124.75
485900 42400 5.69921e+06 23.6703 4125.41
486000 42278.2 5.68253e+06 23.6775 4126.03
486100 42362.9 5.69337e+06 23.6847 4126.67
486200 42422.9 5.70124e+06 23.692 4127.3
486300 42481.3 5.70837e+06 23.6993 4127.94
486400 42446.2 5.70377e+06 23.7065 4128.58
486500 42604.7 5.72464e+06 23.7138 4129.22
486600 42756.5 5.74449e+06 23.7213 4129.88
486700 43035.9 5.78149e+06 23.7289 4130.57
486800 42988.3 5.77558e+06 23.7366 4131.27
486900 42887.5 5.76252e+06 23.7442 4131.95
487000 42725.8 5.74121e+06 23.7518 4132.62
487100 42597.3 5.72383e+06 23.7591 4133.27
487200 42539 5.71588e+06 23.7663 4133.91
487300 42329.8 5.68824e+06 23.7735 4134.53
487400 42167.7 5.66694e+06 23.7804 4135.12
487500 42088.2 5.65659e+06 23.7872 4135.7
487600 41780.4 5.61586e+06 23.7938 4136.26
487700 41841.1 5.62388e+06 23.8003 4136.79
487800 41810.2 5.61988e+06 23.8068 4137.33
487900 41621.6 5.59474e+06 23.8132 4137.86
488000 41682.2 5.60279e+06 23.8196 4138.37
488100 41565.5 5.58662e+06 23.8259 4138.89
488200 41228.4 5.54115e+06 23.832 4139.37
488300 41179 5.53441e+06 23.8378 4139.82
488400 41067.4 5.51991e+06 23.8437 4140.27
488500 40945.2 5.50398e+06 23.8494 4140.71
488600 40802.6 5.48528e+06 23.8549 4141.12
488700 40748.5 5.47877e+06 23.8604 4141.52
488800 40853.8 5.49288e+06 23.8659 4141.93
488900 40827.8 5.48965e+06 23.8714 4142.33
489000 41006.2 5.51376e+06 23.877 4142.75
489100 41392.9 5.56606e+06 23.8827 4143.2
489200 41797.2 5.62047e+06 23.8889 4143.69
489300 42049.8 5.65372e+06 23.8953 4144.23
489400 42052.5 5.65383e+06 23.9018 4144.77
489500 41887.3 5.63139e+06 23.9082 4145.3
489600 42269.3 5.6823e+06 23.9147 4145.84
489700 42393.2 5.69929e+06 23.9214 4146.41
489800 42668 5.73685e+06 23.9283 4147
489900 43117.2 5.7976e+06 23.9354 4147.63
490000 43438.4 5.84064e+06 23.9429 4148.31
490100 43714 5.87743e+06 23.9507 4149.02
490200 44062.6 5.92413e+06 23.9586 4149.76
490300 44434.4 5.97357e+06 23.9669 4150.55
490400 44727.3 6.01256e+06 23.9755 4151.36
490500 44905.4 6.03591e+06 23.9842 4152.21
490600 45125.9 6.06512e+06 23.9931 4153.07
490700 45497.7 6.11444e+06 24.0022 4153.97
490800 45493.3 6.11391e+06 24.0115 4154.89
490900 45795.2 6.15414e+06 24.0209 4155.82
491000 45783.4 6.15251e+06 24.0303 4156.76
491100 46091.1 6.19275e+06 24.04 4157.72
491200 46034.9 6.18502e+06 24.0497 4158.69
491300 45966.4 6.17626e+06 24.0592 4159.65
491400 45979.5 6.17814e+06 24.0688 4160.6
491500 46111.6 6.19626e+06 24.0784 4161.56
491600 45925.6 6.172e+06 24.088 4162.52
491700 45616.5 6.13107e+06 24.0974 4163.45
491800 45284.7 6.08679e+06 24.1064 4164.33
491900 44860.3 6.02978e+06 24.1151 4165.18
492000 44328.3 5.95855e+06 24.1234 4165.96
492100 43838.8 5.89302e+06 24.1312 4166.68
492200 43396.4 5.83402e+06 24.1385 4167.34
492300 43073.8 5.79142e+06 24.1456 4167.97
492400 42631.4 5.73297e+06 24.1523 4168.54
492500 42375.3 5.69883e+06 24.1587 4169.07
492600 41946.3 5.64089e+06 24.1647 4169.56
492700 41869.5 5.63028e+06 24.1706 4170.03
492800 41456.1 5.57482e+06 24.1763 4170.46
492900 41133.3 5.5311e+06 24.1815 4170.85
493000 40762.4 5.48115e+06 24.1866 4171.2
493100 40445.1 5.43864e+06 24.1912 4171.5
493200 40460 5.43943e+06 24.1958 4171.79
493300 40200.7 5.40357e+06 24.2002 4172.06
493400 40253.3 5.41016e+06 24.2045 4172.32
493500 40254.2 5.41e+06 24.2089 4172.57
493600 40397.3 5.42913e+06 24.2133 4172.84
493700 40382.6 5.42748e+06 24.2178 4173.11
493800 40322.2 5.41892e+06 24.2222 4173.38
493900 40295.6 5.41461e+06 24.2265 4173.64
494000 40223.4 5.40424e+06 24.2308 4173.89
494100 40293.9 5.41307e+06 24.2351 4174.14
494200 40345 5.41977e+06 24.2395 4174.4
494300 40763.9 5.47586e+06 24.244 4174.68
494400 40961.9 5.50246e+06 24.2488 4175
494500 41198.8 5.53392e+06 24.2537 4175.34
494600 41514.3 5.57556e+06 24.2589 4175.71
494700 41752.5 5.60684e+06 24.2643 4176.11
494800 41954.1 5.63288e+06 24.2699 4176.52
494900 42389.6 5.69032e+06 24.2757 4176.98
495000 42594.2 5.71759e+06 24.2818 4177.47
495100 43081.5 5.78243e+06 24.2882 4178
495200 43230.8 5.80258e+06 24.2948 4178.56
495300 43506.8 5.83944e+06 24.3016 4179.14
495400 43886 5.89006e+06 24.3087 4179.77
495500 44263.2 5.94008e+06 24.3161 4180.42
495600 44539.7 5.97634e+06 24.3237 4181.12
495700 44810 6.0118e+06 24.3315 4181.84
495800 45368.1 6.08548e+06 24.3398 4182.62
495900 45703.1 6.12944e+06 24.3483 4183.43
496000 46220.9 6.19823e+06 24.3572 4184.29
496100 46479.5 6.23281e+06 24.3664 4185.2
496200 46844.2 6.28121e+06 24.3759 4186.13
496300 46870.6 6.28471e+06 24.3855 4187.1
496400 47023.1 6.30405e+06 24.3951 4188.06
496500 46930.4 6.29157e+06 24.4048 4189.02
496600 46904.5 6.28823e+06 24.4144 4189.97
496700 46837.6 6.27895e+06 24.4239 4190.92
496800 46746.2 6.26668e+06 24.4333 4191.86
496900 46611 6.24839e+06 24.4427 4192.78
497000 46470.5 6.22958e+06 24.4519 4193.68
497100 45880.6 6.15145e+06 24.4607 4194.54
497200 45531 6.10492e+06 24.4691 4195.34
497300 45331 6.0778e+06 24.4774 4196.11
497400 45051.2 6.04069e+06 24.4853 4196.85
497500 44777 6.00445e+06 24.4931 4197.56
497600 44601.5 5.98154e+06 24.5006 4198.24
497700 44364 5.95006e+06 24.5079 4198.9
497800 44336 5.9464e+06 24.5152 4199.54
497900 44092.5 5.91378e+06 24.5222 4200.16
498000 44052.7 5.90815e+06 24.5292 4200.77
498100 44033.4 5.90494e+06 24.5361 4201.37
498200 44018.6 5.90254e+06 24.543 4201.97
498300 44106.7 5.91373e+06 24.55 4202.57
498400 43943.2 5.89166e+06 24.5568 4203.17
498500 43859.2 5.88078e+06 24.5635 4203.74
498600 43977 5.89694e+06 24.5703 4204.32
498700 44064.7 5.90869e+06 24.5771 4204.91
498800 44218.8 5.92891e+06 24.584 4205.51
498900 44050.3 5.90643e+06 24.5909 4206.11
499000 44255.3 5.93383e+06 24.5978 4206.7
499100 44221.3 5.9297e+06 24.6048 4207.31
499200 44095.5 5.91222e+06 24.6116 4207.9
499300 43849.3 5.8783e+06 24.6183 4208.48
499400 43844.5 5.8763e+06 24.6249 4209.03
499500 43818.3 5.87236e+06 24.6314 4209.58
499600 44064.4 5.90433e+06 24.638 4210.14
499700 44300.4 5.93487e+06 24.6449 4210.73
499800 44740.5 5.99289e+06 24.6519 4211.35
499900 45162.1 6.04835e+06 24.6594 4212.02
500000 45838.1 6.1375e+06 24.6673 4212.74
500100 46292.1 6.19729e+06 24.6757 4213.53
500200 47051 6.29734e+06 24.6845 4214.39
500300 47708.3 6.38419e+06 24.6939 4215.32
500400 48275.3 6.45861e+06 24.7038 4216.31
500500 48746 6.52052e+06 24.7141 4217.36
500600 49069.6 6.56316e+06 24.7248 4218.45
500700 49189.7 6.57901e+06 24.7356 4219.56
500800 49372.4 6.60317e+06 24.7464 4220.68
500900 49630.2 6.63758e+06 24.7575 4221.82
501000 49716.1 6.64912e+06 24.7686 4222.98
501100 49960.7 6.68106e+06 24.78 4224.16
501200 49905.8 6.67372e+06 24.7913 4225.34
501300 49895.4 6.67246e+06 24.8026 4226.52
501400 49837.9 6.66465e+06 24.8139 4227.7
501500 49790.4 6.65752e+06 24.825 4228.86
501600 49664 6.63972e+06 24.8361 4230.01
501700 49145 6.57038e+06 24.8469 4231.12
501800 48711.5 6.51253e+06 24.8573 4232.18
501900 48353.7 6.46419e+06 24.8673 4233.18
502000 47923.3 6.40672e+06 24.877 4234.15
502100 47476.3 6.34699e+06 24.8863 4235.06
502200 47018.5 6.28538e+06 24.8953 4235.92
502300 46269.8 6.1856e+06 24.9036 4236.71
502400 45784.9 6.12041e+06 24.9115 4237.43
502500 45028.5 6.01971e+06 24.9189 4238.08
502600 44515.5 5.95172e+06 24.9256 4238.65
502700 44069.5 5.89268e+06 24.932 4239.18
502800 43823 5.85932e+06 24.9381 4239.66
502900 43577.3 5.82637e+06 24.944 4240.12
503000 43480 5.8127e+06 24.9498 4240.56
503100 43520.6 5.8175e+06 24.9555 4240.99
503200 43500.2 5.81463e+06 24.9612 4241.43
503300 43555.8 5.82184e+06 24.9669 4241.86
503400 43640.8 5.83267e+06 24.9727 4242.3
503500 43558.7 5.82118e+06 24.9784 4242.74
503600 43366.6 5.7952e+06 24.984 4243.15
503700 43414.9 5.80126e+06 24.9896 4243.56
503800 43235.4 5.77708e+06 24.9951 4243.96
503900 43450.2 5.80565e+06 25.0005 4244.36
504000 43290.9 5.78404e+06 25.006 4244.77
504100 43212.2 5.7727e+06 25.0114 4245.16
504200 43098.8 5.75666e+06 25.0167 4245.53
504300 42885.1 5.72755e+06 25.0218 4245.89
504400 43028.4 5.74532e+06 25.027 4246.23
504500 43259.6 5.77537e+06 25.0322 4246.6
504600 43420 5.79641e+06 25.0376 4246.99
504700 43480.9 5.80386e+06 25.0431 4247.39
504800 43640.6 5.82482e+06 25.0486 4247.79
504900 44161.2 5.89328e+06 25.0545 4248.24
505000 44399 5.92488e+06 25.0606 4248.72
505100 44497.8 5.93829e+06 25.0668 4249.22
505200 44695.9 5.96419e+06 25.0732 4249.74
505300 44605.9 5.95115e+06 25.0796 4250.25
505400 44567.8 5.9453e+06 25.0859 4250.76
505500 44212.7 5.89767e+06 25.092 4251.24
505600 44052.1 5.87571e+06 25.0979 4251.7
505700 43790 5.84046e+06 25.1036 4252.12
505800 43715.2 5.83025e+06 25.1092 4252.53
505900 43722.3 5.83086e+06 25.1147 4252.93
506000 43987.2 5.86533e+06 25.1204 4253.35
506100 44078.9 5.87702e+06 25.1262 4253.79
506200 44309.8 5.90666e+06 25.1321 4254.24
506300 44399.7 5.9178e+06 25.1381 4254.7
506400 44592.8 5.94282e+06 25.1442 4255.18
506500 44533.8 5.93475e+06 25.1503 4255.66
506600 44810.8 5.97058e+06 25.1566 4256.16
506700 44859.3 5.97698e+06 25.1629 4256.66
506800 45036 5.99995e+06 25.1694 4257.18
506900 45140.7 6.01364e+06 25.1759 4257.71
507000 45283.6 6.03228e+06 25.1825 4258.26
507100 45491 6.05931e+06 25.1892 4258.82
507200 45946.4 6.11947e+06 25.1962 4259.41
507300 45994.5 6.12478e+06 25.2034 4260.03
507400 46301.5 6.16442e+06 25.2107 4260.67
507500 46424 6.18075e+06 25.2182 4261.32
507600 46575.9 6.20066e+06 25.2258 4261.99
507700 46803.2 6.23054e+06 25.2335 4262.68
507800 47107 6.2711e+06 25.2414 4263.4
507900 47422.8 6.3123e+06 25.2496 4264.14
508000 47851.2 6.36762e+06 25.258 4264.93
508100 48220.7 6.41495e+06 25.2667 4265.75
508200 48668.7 6.47281e+06 25.2758 4266.61
508300 49371.2 6.56447e+06 25.2853 4267.53
508400 49780.1 6.61811e+06 25.2952 4268.51
508500 49849.7 6.62693e+06 25.3054 4269.52
508600 49876.5 6.63031e+06 25.3155 4270.52
508700 49972 6.64236e+06 25.3256 4271.52
508800 50088.1 6.65772e+06 25.3358 4272.54
508900 50042.1 6.65115e+06 25.3461 4273.55
509000 49850.8 6.62439e+06 25.3562 4274.55
509100 49336.2 6.55525e+06 25.366 4275.52
509200 48920.9 6.49984e+06 25.3754 4276.42
509300 48467.9 6.43911e+06 25.3844 4277.28
509400 47784.9 6.34824e+06 25.393 4278.08
509500 47294.9 6.28223e+06 25.4011 4278.8
509600 46794.3 6.21567e+06 25.4088 4279.48
509700 46216.1 6.13907e+06 25.416 4280.09
509800 45548.9 6.051e+06 25.4227 4280.64
509900 44865.9 5.96034e+06 25.4289 4281.12
510000 44379.2 5.89527e+06 25.4345 4281.52
510100 43933.7 5.83589e+06 25.4398 4281.88
510200 43739.4 5.8095e+06 25.4448 4282.2
510300 43262 5.74626e+06 25.4495 4282.49
510400 42965.7 5.70698e+06 25.4539 4282.73
510500 43001.9 5.71212e+06 25.4582 4282.96
510600 42707.2 5.6738e+06 25.4624 4283.18
510700 42668.7 5.66874e+06 25.4665 4283.37
510800 42520.6 5.64855e+06 25.4704 4283.56
510900 42655.4 5.66562e+06 25.4744 4283.74
511000 42668.2 5.66586e+06 25.4784 4283.94
511100 42564.7 5.65119e+06 25.4824 4284.12
511200 42449.2 5.63558e+06 25.4862 4284.29
511300 42377.4 5.6252e+06 25.49 4284.44
511400 42478.2 5.6378e+06 25.4938 4284.6
511500 42383 5.62522e+06 25.4976 4284.76
511600 42271.9 5.61048e+06 25.5012 4284.9
511700 42355.3 5.62085e+06 25.5049 4285.04
511800 42353.2 5.61977e+06 25.5085 4285.19
511900 42591.5 5.65127e+06 25.5123 4285.34
512000 42715.1 5.6675e+06 25.5162 4285.52
512100 42562.9 5.64716e+06 25.5201 4285.69
512200 42701.9 5.66448e+06 25.5239 4285.86
512300 42927.3 5.69309e+06 25.528 4286.04
512400 42765.2 5.67117e+06 25.532 4286.23
512500 42935.7 5.69303e+06 25.536 4286.41
512600 42674.9 5.6583e+06 25.5399 4286.59
512700 42736.7 5.66519e+06 25.5438 4286.76
512800 42578.6 5.6433e+06 25.5476 4286.92
512900 42622.1 5.64826e+06 25.5513 4287.07
513000 42572 5.64112e+06 25.5551 4287.22
513100 42945.9 5.68993e+06 25.5589 4287.38
513200 43107.3 5.71023e+06 25.5631 4287.58
513300 43437.7 5.75266e+06 25.5673 4287.79
513400 44008.4 5.82609e+06 25.5719 4288.06
513500 44400.6 5.87628e+06 25.5769 4288.36
513600 44552.8 5.8954e+06 25.5821 4288.7
513700 45018 5.95497e+06 25.5875 4289.06
513800 45434.6 6.00883e+06 25.5932 4289.47
513900 45753 6.04963e+06 25.5993 4289.91
514000 46187.2 6.10577e+06 25.6055 4290.39
514100 46663.7 6.16731e+06 25.6122 4290.92
514200 47052.2 6.21677e+06 25.6192 4291.48
514300 47621.8 6.29023e+06 25.6266 4292.1
514400 47932.2 6.33022e+06 25.6342 4292.76
514500 47973.5 6.33425e+06 25.6421 4293.43
514600 48332.3 6.37993e+06 25.65 4294.12
514700 48904.3 6.4537e+06 25.6583 4294.86
514800 48979.8 6.46227e+06 25.6668 4295.63
514900 49131.1 6.48047e+06 25.6754 4296.4
515000 49104.5 6.47572e+06 25.6841 4297.18
515100 48731.4 6.42578e+06 25.6925 4297.93
515200 48774.1 6.43023e+06 25.7008 4298.66
515300 48488.7 6.3914e+06 25.709 4299.38
515400 48514.5 6.3932e+06 25.7171 4300.08
515500 48139.3 6.34287e+06 25.725 4300.76
515600 47926 6.31393e+06 25.7326 4301.4
515700 47710 6.2847e+06 25.7401 4302.02
515800 47395.1 6.24252e+06 25.7474 4302.62
515900 47114.2 6.20448e+06 25.7544 4303.17
516000 46665.9 6.14387e+06 25.7612 4303.69
516100 46134 6.07249e+06 25.7675 4304.16
516200 45663.3 6.00957e+06 25.7734 4304.57
516300 45065.3 5.931e+06 25.7788 4304.92
516400 44399.5 5.84328e+06 25.7838 4305.21
516500 43693.2 5.74959e+06 25.7882 4305.43
516600 43133.7 5.67496e+06 25.7921 4305.57
516700 42818.1 5.63255e+06 25.7957 4305.67
516800 42206.1 5.55167e+06 25.7989 4305.73
516900 41751.5 5.49124e+06 25.8017 4305.73
517000 41496.1 5.45618e+06 25.8042 4305.68
517100 41206.8 5.41619e+06 25.8064 4305.61
517200 41010.1 5.38874e+06 25.8085 4305.51
517300 41145.1 5.40491e+06 25.8106 4305.41
517400 41195.9 5.41095e+06 25.8127 4305.32
517500 41235.7 5.41453e+06 25.8149 4305.23
517600 41582.7 5.45767e+06 25.8171 4305.15
517700 41599.2 5.45828e+06 25.8196 4305.1
517800 41776.6 5.47996e+06 25.822 4305.05
517900 41926.4 5.49833e+06 25.8247 4305.02
518000 42280.7 5.54278e+06 25.8275 4305
518100 42570.2 5.57872e+06 25.8305 4305.02
518200 43166.3 5.65479e+06 25.8339 4305.08
518300 43680.3 5.72018e+06 25.8377 4305.2
518400 44113.1 5.77534e+06 25.8419 4305.37
518500 44635.3 5.84233e+06 25.8464 4305.57
518600 45143 5.90733e+06 25.8513 4305.84
518700 45624.5 5.96851e+06 25.8566 4306.14
518800 46264.9 6.05038e+06 25.8623 4306.5
518900 46685.4 6.10374e+06 25.8685 4306.92
519000 47054 6.15061e+06 25.8748 4307.36
519100 47293.2 6.18028e+06 25.8814 4307.84
519200 47350.1 6.18585e+06 25.8881 4308.33
519300 47628.4 6.2202e+06 25.8949 4308.82
519400 47715.8 6.22987e+06 25.9019 4309.35
519500 47694 6.22515e+06 25.9089 4309.86
519600 47832.3 6.24162e+06 25.9158 4310.38
519700 47922.8 6.25233e+06 25.923 4310.92
519800 47886.4 6.24673e+06 25.93 4311.44
519900 47640.9 6.21323e+06 25.937 4311.96
520000 47370.1 6.17612e+06 25.9437 4312.44
520100 46790.6 6.09932e+06 25.95 4312.87
520200 46556.8 6.06756e+06 25.9561 4313.27
520300 46465.9 6.05465e+06 25.962 4313.64
520400 46231.2 6.0229e+06 25.9678 4314
520500 45980.4 5.98851e+06 25.9734 4314.33
520600 45693.7 5.94895e+06 25.9787 4314.63
520700 45449.8 5.9152e+06 25.9839 4314.9
520800 45123.1 5.87068e+06 25.9888 4315.13
520900 45065.3 5.86128e+06 25.9936 4315.35
521000 44950.5 5.84428e+06 25.9983 4315.56
521100 44536.6 5.7888e+06 26.0027 4315.74
521200 44196.7 5.7437e+06 26.0069 4315.87
521300 44111.2 5.73191e+06 26.0109 4315.99
521400 43600.7 5.66518e+06 26.0147 4316.07
521500 43407.7 5.63893e+06 26.0181 4316.11
521600 43267.7 5.61917e+06 26.0215 4316.15
521700 42927.9 5.574e+06 26.0246 4316.15
521800 42938.3 5.57407e+06 26.0276 4316.13
521900 42813.1 5.5563e+06 26.0306 4316.11
522000 42346.1 5.49399e+06 26.0333 4316.06
522100 42189 5.4719e+06 26.0358 4315.96
522200 42134.1 5.46367e+06 26.0382 4315.87
522300 41952 5.43871e+06 26.0404 4315.75
522400 42052.2 5.44973e+06 26.0427 4315.63
522500 42206.4 5.46745e+06 26.0451 4315.52
522600 42191.7 5.46377e+06 26.0475 4315.42
522700 42350.8 5.48268e+06 26.0499 4315.32
522800 42660.7 5.52107e+06 26.0525 4315.24
522900 42775.5 5.53467e+06 26.0553 4315.19
523000 43019.6 5.56437e+06 26.0582 4315.14
523100 43241.3 5.59078e+06 26.0612 4315.12
523200 43506 5.62314e+06 26.0645 4315.12
523300 43666.5 5.64214e+06 26.0678 4315.13
523400 43790.5 5.65642e+06 26.0714 4315.16
523500 43958.5 5.67661e+06 26.0749 4315.2
523600 44078.4 5.69094e+06 26.0786 4315.25
523700 44110 5.69401e+06 26.0824 4315.31
523800 44296.7 5.71686e+06 26.0861 4315.38
523900 44488 5.74009e+06 26.0901 4315.47
524000 44566.4 5.7484e+06 26.0941 4315.56
524100 44340.9 5.71824e+06 26.0981 4315.64
524200 44169.3 5.69528e+06 26.1019 4315.71
524300 44097.7 5.6848e+06 26.1056 4315.76
524400 43995 5.67055e+06 26.1092 4315.79
524500 44059.6 5.67808e+06 26.1128 4315.83
524600 44097.6 5.68228e+06 26.1164 4315.87
524700 44374.4 5.71667e+06 26.1201 4315.92
