#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 519300      2.66e-01    2.41e-01      3.67e-04    3.58e-04      1.08e-01    9.74e-02    5.1e-06
 519400      3.11e-01    2.21e-01      9.43e-04    9.18e-04      1.25e-01    8.84e-02    5.1e-06
 519500      2.93e-01    3.21e-01      6.75e-04    4.58e-04      1.18e-01    1.30e-01    5.1e-06
 519600      2.69e-01    3.57e-01      8.50e-04    1.49e-03      1.08e-01    1.43e-01    5.1e-06
 519700      4.93e-01    2.53e-01      2.54e-03    7.84e-04      1.96e-01    1.02e-01    5.1e-06
 519800      3.55e-01    2.24e-01      1.57e-03    8.94e-04      1.42e-01    8.97e-02    5.1e-06
 519900      3.37e-01    2.29e-01      2.56e-03    1.24e-03      1.30e-01    9.08e-02    5.1e-06
 520000      2.47e-01    2.40e-01      4.29e-04    1.03e-03      1.02e-01    9.81e-02    4.8e-06
 520100      2.07e-01    2.57e-01      1.54e-03    2.67e-04      8.19e-02    1.06e-01    4.8e-06
 520200      2.49e-01    2.36e-01      8.68e-04    1.82e-03      1.02e-01    9.34e-02    4.8e-06
 520300      2.94e-01    2.45e-01      1.07e-03    1.42e-03      1.21e-01    9.91e-02    4.8e-06
 520400      2.13e-01    2.71e-01      8.41e-04    3.78e-04      8.73e-02    1.12e-01    4.8e-06
 520500      2.30e-01    2.85e-01      2.66e-04    1.63e-03      9.54e-02    1.15e-01    4.8e-06
 520600      2.81e-01    3.35e-01      3.36e-03    9.15e-04      1.03e-01    1.38e-01    4.8e-06
 520700      2.44e-01    2.95e-01      2.16e-03    1.35e-03      9.47e-02    1.20e-01    4.8e-06
 520800      2.09e-01    2.00e-01      3.77e-04    1.33e-03      8.65e-02    8.02e-02    4.8e-06
 520900      2.08e-01    2.47e-01      3.41e-04    1.43e-03      8.58e-02    9.96e-02    4.8e-06
 521000      2.43e-01    2.52e-01      1.99e-03    1.98e-03      9.56e-02    9.94e-02    4.8e-06
 521100      4.37e-01    2.14e-01      7.17e-04    1.46e-03      1.81e-01    8.55e-02    4.8e-06
 521200      2.81e-01    2.56e-01      2.58e-03    4.26e-04      1.09e-01    1.06e-01    4.8e-06
 521300      2.32e-01    1.90e-01      1.36e-03    4.35e-05      9.36e-02    7.89e-02    4.8e-06
 521400      2.94e-01    3.02e-01      3.13e-03    6.16e-04      1.11e-01    1.25e-01    4.8e-06
 521500      2.37e-01    2.70e-01      4.10e-04    7.95e-04      9.79e-02    1.11e-01    4.8e-06
 521600      2.68e-01    2.19e-01      1.91e-03    1.09e-03      1.07e-01    8.90e-02    4.8e-06
 521700      2.31e-01    3.12e-01      1.37e-03    1.46e-04      9.32e-02    1.29e-01    4.8e-06
 521800      2.21e-01    2.35e-01      5.17e-04    7.18e-04      9.13e-02    9.67e-02    4.8e-06
 521900      2.07e-01    2.65e-01      9.35e-04    3.74e-04      8.45e-02    1.10e-01    4.8e-06
 522000      2.81e-01    2.99e-01      7.28e-04    1.73e-04      1.16e-01    1.24e-01    4.8e-06
 522100      2.38e-01    2.55e-01      1.95e-03    5.54e-04      9.34e-02    1.05e-01    4.8e-06
 522200      3.44e-01    2.65e-01      5.95e-05    4.39e-04      1.43e-01    1.10e-01    4.8e-06
 522300      2.59e-01    2.74e-01      2.24e-03    1.64e-03      1.01e-01    1.10e-01    4.8e-06
 522400      2.80e-01    2.38e-01      3.55e-04    3.34e-04      1.16e-01    9.83e-02    4.8e-06
 522500      2.72e-01    2.47e-01      6.44e-04    4.38e-04      1.12e-01    1.02e-01    4.8e-06
 522600      2.49e-01    2.84e-01      9.90e-04    3.06e-03      1.02e-01    1.07e-01    4.8e-06
 522700      2.16e-01    2.46e-01      2.51e-04    1.88e-03      8.94e-02    9.74e-02    4.8e-06
 522800      2.82e-01    2.21e-01      1.43e-03    1.67e-04      1.15e-01    9.15e-02    4.8e-06
 522900      3.03e-01    2.79e-01      7.20e-04    8.24e-04      1.25e-01    1.15e-01    4.8e-06
 523000      3.11e-01    2.33e-01      4.78e-04    4.16e-04      1.28e-01    9.65e-02    4.8e-06
 523100      2.65e-01    2.47e-01      8.05e-04    5.27e-04      1.09e-01    1.02e-01    4.8e-06
 523200      2.07e-01    2.49e-01      6.34e-05    8.72e-04      8.58e-02    1.02e-01    4.8e-06
 523300      2.31e-01    2.35e-01      1.84e-04    4.57e-04      9.56e-02    9.71e-02    4.8e-06
 523400      2.92e-01    2.61e-01      2.95e-03    8.01e-04      1.11e-01    1.07e-01    4.8e-06
 523500      2.89e-01    2.22e-01      1.04e-03    5.04e-04      1.19e-01    9.16e-02    4.8e-06
 523600      2.32e-01    2.18e-01      2.50e-04    3.39e-04      9.60e-02    9.00e-02    4.8e-06
 523700      2.05e-01    2.86e-01      5.15e-04    5.46e-05      8.44e-02    1.18e-01    4.8e-06
 523800      2.19e-01    2.29e-01      9.75e-04    1.00e-03      8.93e-02    9.35e-02    4.8e-06
 523900      3.13e-01    3.34e-01      7.73e-04    1.16e-03      1.29e-01    1.37e-01    4.8e-06
 524000      2.57e-01    2.33e-01      1.23e-04    7.72e-04      1.07e-01    9.58e-02    4.8e-06
 524100      2.13e-01    1.98e-01      8.79e-04    7.92e-04      8.71e-02    8.09e-02    4.8e-06
 524200      2.85e-01    2.76e-01      3.21e-03    1.56e-03      1.06e-01    1.12e-01    4.8e-06
 524300      2.78e-01    2.61e-01      1.86e-04    1.66e-03      1.15e-01    1.05e-01    4.8e-06
 524400      2.32e-01    2.89e-01      7.74e-04    8.62e-04      9.55e-02    1.19e-01    4.8e-06
 524500      2.93e-01    2.16e-01      2.12e-04    1.84e-04      1.21e-01    8.94e-02    4.8e-06
 524600      2.58e-01    2.52e-01      1.99e-03    2.08e-03      1.02e-01    9.91e-02    4.8e-06
 524700      2.76e-01    2.67e-01      1.22e-03    2.63e-03      1.13e-01    1.02e-01    4.8e-06
 524800      2.93e-01    2.51e-01      1.67e-03    5.54e-04      1.18e-01    1.04e-01    4.8e-06
 524900      2.63e-01    2.14e-01      8.49e-04    7.92e-05      1.08e-01    8.88e-02    4.8e-06
 525000      2.31e-01    2.19e-01      6.24e-05    4.59e-04      9.77e-02    9.24e-02    4.6e-06
 525100      2.39e-01    2.80e-01      5.48e-04    6.84e-04      1.01e-01    1.18e-01    4.6e-06
 525200      3.02e-01    2.58e-01      5.83e-04    8.57e-04      1.27e-01    1.08e-01    4.6e-06
 525300      2.11e-01    2.51e-01      3.26e-04    1.62e-03      8.93e-02    1.03e-01    4.6e-06
 525400      2.22e-01    2.86e-01      1.29e-03    1.05e-03      9.17e-02    1.20e-01    4.6e-06
 525500      3.03e-01    2.18e-01      7.35e-04    2.05e-04      1.28e-01    9.20e-02    4.6e-06
 525600      3.33e-01    2.50e-01      7.33e-04    1.14e-04      1.40e-01    1.06e-01    4.6e-06
 525700      3.56e-01    2.40e-01      3.89e-04    5.48e-04      1.50e-01    1.01e-01    4.6e-06
 525800      3.19e-01    2.12e-01      1.29e-03    4.08e-04      1.33e-01    8.94e-02    4.6e-06
 525900      2.77e-01    2.30e-01      1.23e-03    1.12e-03      1.15e-01    9.58e-02    4.6e-06
 526000      2.88e-01    3.05e-01      7.77e-05    1.30e-05      1.22e-01    1.29e-01    4.6e-06
 526100      2.26e-01    2.33e-01      7.48e-04    6.98e-04      9.48e-02    9.78e-02    4.6e-06
 526200      2.32e-01    3.21e-01      8.31e-04    2.93e-03      9.70e-02    1.27e-01    4.6e-06
 526300      2.81e-01    2.75e-01      1.11e-03    2.14e-03      1.18e-01    1.11e-01    4.6e-06
 526400      3.31e-01    2.31e-01      1.80e-03    1.77e-03      1.37e-01    9.35e-02    4.6e-06
 526500      2.22e-01    2.61e-01      1.30e-03    1.66e-03      9.15e-02    1.07e-01    4.6e-06
 526600      2.37e-01    2.40e-01      7.67e-04    1.47e-03      9.96e-02    9.86e-02    4.6e-06
 526700      2.30e-01    2.16e-01      2.44e-03    9.92e-04      8.88e-02    8.98e-02    4.6e-06
 526800      2.29e-01    2.66e-01      1.34e-03    2.37e-03      9.46e-02    1.06e-01    4.6e-06
 526900      2.12e-01    3.31e-01      6.18e-04    6.65e-04      8.90e-02    1.40e-01    4.6e-06
 527000      2.79e-01    2.93e-01      6.23e-04    9.43e-04      1.18e-01    1.23e-01    4.6e-06
 527100      2.43e-01    2.08e-01      8.90e-05    5.54e-05      1.03e-01    8.78e-02    4.6e-06
 527200      2.62e-01    2.63e-01      9.67e-04    7.75e-04      1.10e-01    1.11e-01    4.6e-06
 527300      2.30e-01    3.00e-01      1.40e-04    2.34e-03      9.72e-02    1.21e-01    4.6e-06
 527400      2.29e-01    2.57e-01      5.74e-04    2.67e-04      9.64e-02    1.09e-01    4.6e-06
 527500      2.48e-01    2.44e-01      3.50e-04    1.27e-03      1.05e-01    1.01e-01    4.6e-06
 527600      2.79e-01    2.46e-01      1.29e-03    7.48e-04      1.16e-01    1.03e-01    4.6e-06
 527700      2.69e-01    3.53e-01      1.44e-03    1.18e-03      1.11e-01    1.48e-01    4.6e-06
 527800      2.65e-01    1.97e-01      2.58e-03    1.66e-04      1.04e-01    8.32e-02    4.6e-06
 527900      2.49e-01    2.20e-01      2.32e-03    6.35e-04      9.81e-02    9.24e-02    4.6e-06
 528000      3.23e-01    2.15e-01      1.41e-04    1.49e-04      1.37e-01    9.11e-02    4.6e-06
 528100      2.15e-01    2.34e-01      3.43e-04    5.83e-04      9.07e-02    9.86e-02    4.6e-06
 528200      2.42e-01    2.06e-01      3.33e-04    6.84e-04      1.02e-01    8.63e-02    4.6e-06
 528300      3.09e-01    2.93e-01      3.38e-04    7.01e-04      1.31e-01    1.24e-01    4.6e-06
 528400      2.12e-01    2.27e-01      1.43e-03    4.35e-04      8.67e-02    9.59e-02    4.6e-06
 528500      2.15e-01    1.84e-01      5.12e-04    5.92e-04      9.05e-02    7.74e-02    4.6e-06
 528600      3.75e-01    2.25e-01      9.60e-04    1.63e-04      1.58e-01    9.51e-02    4.6e-06
 528700      1.83e-01    3.65e-01      4.78e-04    2.90e-04      7.70e-02    1.55e-01    4.6e-06
 528800      2.58e-01    2.25e-01      4.21e-04    5.82e-04      1.09e-01    9.46e-02    4.6e-06
 528900      2.70e-01    2.23e-01      9.49e-04    1.76e-05      1.13e-01    9.46e-02    4.6e-06
 529000      2.27e-01    2.54e-01      4.12e-04    1.56e-03      9.59e-02    1.04e-01    4.6e-06
 529100      2.47e-01    2.63e-01      7.51e-04    1.12e-04      1.04e-01    1.11e-01    4.6e-06
 529200      2.27e-01    3.82e-01      1.27e-03    1.53e-04      9.37e-02    1.62e-01    4.6e-06
 529300      2.28e-01    2.63e-01      4.74e-04    2.45e-05      9.60e-02    1.11e-01    4.6e-06
 529400      2.38e-01    3.26e-01      1.02e-04    1.05e-03      1.01e-01    1.37e-01    4.6e-06
 529500      2.47e-01    3.07e-01      7.25e-04    7.61e-05      1.04e-01    1.30e-01    4.6e-06
 529600      1.94e-01    2.34e-01      2.77e-04    4.85e-04      8.19e-02    9.87e-02    4.6e-06
 529700      4.03e-01    2.70e-01      9.76e-04    4.58e-04      1.70e-01    1.14e-01    4.6e-06
 529800      2.69e-01    2.32e-01      7.99e-04    1.31e-03      1.13e-01    9.58e-02    4.6e-06
 529900      2.16e-01    2.83e-01      1.67e-03    8.39e-04      8.71e-02    1.19e-01    4.6e-06
 530000      2.55e-01    2.90e-01      9.43e-04    8.11e-04      1.09e-01    1.25e-01    4.4e-06
 530100      2.10e-01    2.27e-01      1.43e-04    1.83e-03      9.09e-02    9.29e-02    4.4e-06
 530200      3.04e-01    2.22e-01      4.83e-04    4.08e-04      1.31e-01    9.58e-02    4.4e-06
 530300      2.18e-01    2.49e-01      2.12e-04    2.38e-04      9.41e-02    1.08e-01    4.4e-06
 530400      2.37e-01    2.32e-01      1.23e-03    7.85e-05      1.00e-01    1.00e-01    4.4e-06
 530500      2.37e-01    2.51e-01      1.49e-03    3.10e-04      9.94e-02    1.08e-01    4.4e-06
 530600      3.59e-01    2.60e-01      2.22e-03    1.54e-04      1.51e-01    1.12e-01    4.4e-06
 530700      2.94e-01    2.30e-01      3.39e-03    1.33e-03      1.13e-01    9.68e-02    4.4e-06
 530800      3.18e-01    2.10e-01      5.06e-04    3.30e-04      1.37e-01    9.08e-02    4.4e-06
 530900      2.43e-01    2.27e-01      1.54e-03    1.26e-03      1.02e-01    9.56e-02    4.4e-06
 531000      2.27e-01    2.35e-01      1.36e-03    1.02e-03      9.53e-02    1.00e-01    4.4e-06
 531100      2.00e-01    2.99e-01      3.63e-04    1.81e-03      8.61e-02    1.26e-01    4.4e-06
 531200      2.55e-01    2.39e-01      2.71e-04    5.85e-04      1.10e-01    1.03e-01    4.4e-06
 531300      2.73e-01    2.65e-01      1.84e-03    1.52e-03      1.14e-01    1.12e-01    4.4e-06
 531400      4.87e-01    2.25e-01      2.89e-03    1.15e-03      2.05e-01    9.53e-02    4.4e-06
 531500      3.65e-01    2.52e-01      1.32e-03    2.76e-03      1.56e-01    9.85e-02    4.4e-06
 531600      2.67e-01    2.51e-01      1.69e-03    5.59e-04      1.12e-01    1.08e-01    4.4e-06
 531700      2.04e-01    2.85e-01      9.33e-04    2.54e-03      8.66e-02    1.16e-01    4.4e-06
 531800      2.61e-01    2.48e-01      1.29e-03    6.62e-05      1.11e-01    1.07e-01    4.4e-06
 531900      2.62e-01    2.36e-01      2.89e-04    1.79e-03      1.13e-01    9.75e-02    4.4e-06
 532000      2.11e-01    2.25e-01      7.67e-04    1.42e-03      9.02e-02    9.43e-02    4.4e-06
 532100      3.17e-01    2.31e-01      3.45e-03    4.57e-04      1.24e-01    9.94e-02    4.4e-06
 532200      2.65e-01    2.59e-01      1.59e-03    2.12e-04      1.11e-01    1.12e-01    4.4e-06
 532300      2.30e-01    2.02e-01      1.72e-03    2.18e-04      9.50e-02    8.72e-02    4.4e-06
 532400      2.88e-01    2.87e-01      8.69e-04    1.34e-03      1.24e-01    1.22e-01    4.4e-06
 532500      3.03e-01    3.19e-01      1.82e-03    9.13e-04      1.28e-01    1.37e-01    4.4e-06
 532600      2.56e-01    1.87e-01      2.10e-03    3.42e-04      1.05e-01    8.06e-02    4.4e-06
 532700      2.87e-01    2.16e-01      6.86e-04    5.24e-04      1.24e-01    9.31e-02    4.4e-06
 532800      2.44e-01    3.04e-01      1.81e-03    1.39e-03      1.01e-01    1.29e-01    4.4e-06
 532900      2.40e-01    2.14e-01      2.05e-03    1.74e-03      9.79e-02    8.75e-02    4.4e-06
 533000      2.62e-01    2.43e-01      1.35e-03    1.43e-03      1.11e-01    1.02e-01    4.4e-06
 533100      2.30e-01    2.17e-01      2.05e-03    4.56e-04      9.34e-02    9.36e-02    4.4e-06
 533200      2.27e-01    2.77e-01      7.83e-04    2.40e-03      9.72e-02    1.13e-01    4.4e-06
 533300      2.23e-01    2.07e-01      9.54e-04    6.24e-04      9.49e-02    8.90e-02    4.4e-06
 533400      2.97e-01    2.22e-01      5.32e-04    1.02e-04      1.28e-01    9.58e-02    4.4e-06
 533500      3.05e-01    3.21e-01      8.52e-04    4.63e-04      1.31e-01    1.39e-01    4.4e-06
 533600      2.78e-01    2.38e-01      5.14e-04    6.88e-04      1.20e-01    1.02e-01    4.4e-06
 533700      2.51e-01    2.32e-01      4.61e-04    1.84e-03      1.08e-01    9.55e-02    4.4e-06
 533800      2.46e-01    2.74e-01      9.97e-05    6.21e-04      1.06e-01    1.18e-01    4.4e-06
 533900      2.49e-01    2.26e-01      9.13e-05    1.51e-03      1.08e-01    9.41e-02    4.4e-06
 534000      4.37e-01    2.33e-01      1.06e-03    1.79e-03      1.88e-01    9.59e-02    4.4e-06
 534100      2.41e-01    2.49e-01      8.91e-04    4.59e-05      1.03e-01    1.08e-01    4.4e-06
 534200      2.01e-01    2.12e-01      4.73e-04    2.06e-04      8.67e-02    9.16e-02    4.4e-06
 534300      2.72e-01    2.51e-01      8.03e-04    1.00e-03      1.17e-01    1.07e-01    4.4e-06
 534400      2.56e-01    2.04e-01      4.03e-05    3.25e-05      1.11e-01    8.83e-02    4.4e-06
 534500      2.77e-01    2.39e-01      7.33e-04    1.50e-03      1.19e-01    1.00e-01    4.4e-06
 534600      2.31e-01    2.14e-01      7.78e-04    7.24e-04      9.91e-02    9.15e-02    4.4e-06
 534700      3.21e-01    2.33e-01      9.04e-04    2.47e-04      1.38e-01    1.01e-01    4.4e-06
 534800      2.46e-01    2.27e-01      1.02e-03    6.25e-05      1.05e-01    9.83e-02    4.4e-06
 534900      2.34e-01    2.95e-01      1.01e-03    2.35e-03      9.97e-02    1.21e-01    4.4e-06
 535000      2.42e-01    2.50e-01      1.90e-04    6.63e-04      1.07e-01    1.10e-01    4.1e-06
 535100      2.99e-01    2.64e-01      1.14e-03    1.06e-04      1.30e-01    1.17e-01    4.1e-06
 535200      2.36e-01    1.95e-01      2.06e-04    7.06e-04      1.04e-01    8.51e-02    4.1e-06
 535300      2.45e-01    2.75e-01      1.20e-03    2.61e-03      1.06e-01    1.13e-01    4.1e-06
 535400      3.05e-01    2.11e-01      3.92e-03    2.85e-04      1.16e-01    9.28e-02    4.1e-06
 535500      2.21e-01    2.18e-01      5.09e-04    1.64e-03      9.70e-02    9.22e-02    4.1e-06
 535600      2.25e-01    3.75e-01      5.43e-04    2.36e-03      9.87e-02    1.61e-01    4.1e-06
 535700      2.47e-01    3.00e-01      6.66e-04    5.58e-04      1.08e-01    1.32e-01    4.1e-06
 535800      2.37e-01    2.03e-01      1.16e-03    7.96e-04      1.03e-01    8.87e-02    4.1e-06
 535900      2.08e-01    2.65e-01      1.56e-03    2.38e-04      8.80e-02    1.17e-01    4.1e-06
 536000      2.84e-01    3.56e-01      5.59e-05    4.66e-04      1.25e-01    1.57e-01    4.1e-06
 536100      2.35e-01    2.22e-01      5.86e-05    1.24e-03      1.04e-01    9.55e-02    4.1e-06
 536200      2.36e-01    2.44e-01      1.03e-03    1.74e-04      1.03e-01    1.08e-01    4.1e-06
 536300      2.11e-01    2.67e-01      1.08e-03    2.48e-04      9.13e-02    1.18e-01    4.1e-06
 536400      2.51e-01    2.83e-01      1.30e-03    1.14e-03      1.09e-01    1.23e-01    4.1e-06
 536500      2.81e-01    2.37e-01      2.17e-04    2.89e-04      1.24e-01    1.04e-01    4.1e-06
 536600      2.47e-01    2.83e-01      5.93e-04    1.35e-03      1.09e-01    1.23e-01    4.1e-06
 536700      2.28e-01    2.33e-01      1.41e-03    5.82e-04      9.77e-02    1.02e-01    4.1e-06
 536800      2.89e-01    3.36e-01      8.72e-04    4.15e-04      1.26e-01    1.48e-01    4.1e-06
 536900      1.91e-01    1.97e-01      3.94e-04    3.39e-04      8.40e-02    8.68e-02    4.1e-06
 537000      2.67e-01    2.32e-01      9.37e-04    1.24e-03      1.17e-01    1.00e-01    4.1e-06
 537100      2.39e-01    2.42e-01      7.66e-04    9.97e-04      1.04e-01    1.06e-01    4.1e-06
 537200      2.02e-01    2.42e-01      4.37e-04    5.24e-04      8.90e-02    1.06e-01    4.1e-06
 537300      2.89e-01    2.99e-01      2.50e-03    7.19e-04      1.20e-01    1.31e-01    4.1e-06
 537400      2.45e-01    2.07e-01      9.59e-06    4.55e-04      1.08e-01    9.08e-02    4.1e-06
 537500      2.42e-01    3.84e-01      2.13e-03    6.17e-04      1.00e-01    1.69e-01    4.1e-06
 537600      2.76e-01    2.16e-01      1.79e-03    7.66e-04      1.18e-01    9.43e-02    4.1e-06
 537700      2.27e-01    2.91e-01      3.16e-04    1.90e-04      1.00e-01    1.29e-01    4.1e-06
 537800      1.86e-01    2.53e-01      5.65e-04    4.02e-04      8.16e-02    1.12e-01    4.1e-06
 537900      2.96e-01    2.58e-01      1.56e-03    8.55e-04      1.28e-01    1.13e-01    4.1e-06
 538000      2.21e-01    2.44e-01      3.09e-04    3.04e-04      9.72e-02    1.07e-01    4.1e-06
 538100      2.30e-01    2.70e-01      7.60e-04    7.62e-04      1.01e-01    1.18e-01    4.1e-06
 538200      3.03e-01    2.49e-01      7.96e-04    3.96e-04      1.33e-01    1.10e-01    4.1e-06
 538300      2.04e-01    2.27e-01      1.54e-04    5.76e-04      8.99e-02    9.96e-02    4.1e-06
 538400      2.10e-01    2.13e-01      1.11e-03    7.79e-04      9.07e-02    9.31e-02    4.1e-06
 538500      1.92e-01    2.14e-01      1.97e-04    1.06e-03      8.45e-02    9.25e-02    4.1e-06
 538600      2.30e-01    3.03e-01      8.42e-04    1.14e-03      1.00e-01    1.32e-01    4.1e-06
 538700      2.41e-01    2.79e-01      9.40e-04    9.74e-04      1.05e-01    1.22e-01    4.1e-06
 538800      2.31e-01    2.48e-01      2.00e-04    2.57e-04      1.02e-01    1.10e-01    4.1e-06
 538900      2.40e-01    2.20e-01      4.69e-04    1.80e-03      1.05e-01    9.18e-02    4.1e-06
 539000      2.01e-01    2.52e-01      3.36e-04    6.24e-04      8.85e-02    1.11e-01    4.1e-06
 539100      2.51e-01    3.24e-01      1.44e-03    4.88e-04      1.08e-01    1.43e-01    4.1e-06
 539200      2.17e-01    2.13e-01      2.93e-04    1.65e-04      9.57e-02    9.42e-02    4.1e-06
 539300      2.33e-01    2.89e-01      1.24e-03    2.29e-04      1.01e-01    1.27e-01    4.1e-06
